"heads_heads","tails_heads","N_start_heads_up","N_start_tails_up","same_side","N","person","coin","agg","from","to","mean_toss"
18,23,41,59,54,100,"JasonNak","2EUR",32,3101,3200,3150.5
29,28,57,43,44,100,"JasonNak","2EUR",33,3201,3300,3250.5
29,27,56,44,46,100,"JasonNak","2EUR",34,3301,3400,3350.5
19,26,46,54,47,100,"JasonNak","2EUR",35,3401,3500,3450.5
28,27,55,45,46,100,"JasonNak","2EUR",36,3501,3600,3550.5
26,22,48,52,56,100,"JasonNak","2EUR",37,3601,3700,3650.5
18,26,44,56,48,100,"JasonNak","2EUR",38,3701,3800,3750.5
27,24,51,49,52,100,"JasonNak","2EUR",39,3801,3900,3850.5
27,27,53,47,47,100,"JasonNak","2EUR",40,3901,4000,3950.5
32,27,58,42,47,100,"JasonNak","0.50EUR",41,4001,4100,4050.5
25,29,54,46,42,100,"JasonNak","0.50EUR",42,4101,4200,4150.5
18,28,46,54,44,100,"JasonNak","0.50EUR",43,4201,4300,4250.5
26,22,47,53,57,100,"JasonNak","0.50EUR",44,4301,4400,4350.5
18,29,47,53,42,100,"JasonNak","0.50EUR",45,4401,4500,4450.5
29,27,56,44,46,100,"JasonNak","0.50EUR",46,4501,4600,4550.5
17,32,49,51,36,100,"JasonNak","0.50EUR",47,4601,4700,4650.5
25,24,50,50,51,100,"JasonNak","0.50EUR",48,4701,4800,4750.5
15,25,40,60,50,100,"JasonNak","0.50EUR",49,4801,4900,4850.5
25,28,52,48,45,100,"JasonNak","0.50EUR",50,4901,5000,4950.5
32,22,54,46,56,100,"JasonNak","10CZK",51,5001,5100,5050.5
19,22,40,60,57,100,"JasonNak","10CZK",52,5101,5200,5150.5
28,24,53,47,51,100,"JasonNak","10CZK",53,5201,5300,5250.5
23,26,49,51,48,100,"JasonNak","10CZK",54,5301,5400,5350.5
23,27,50,50,46,100,"JasonNak","10CZK",55,5401,5500,5450.5
35,22,57,43,56,100,"JasonNak","10CZK",56,5501,5600,5550.5
34,21,55,45,58,100,"JasonNak","10CZK",57,5601,5700,5650.5
21,25,46,54,50,100,"JasonNak","10CZK",58,5701,5800,5750.5
22,23,45,55,54,100,"JasonNak","10CZK",59,5801,5900,5850.5
24,23,46,54,55,100,"JasonNak","10CZK",60,5901,6000,5950.5
31,21,53,47,57,100,"JasonNak","50CZK",61,6001,6100,6050.5
21,24,45,55,52,100,"JasonNak","50CZK",62,6101,6200,6150.5
31,27,58,42,46,100,"JasonNak","50CZK",63,6201,6300,6250.5
16,28,44,56,44,100,"JasonNak","50CZK",64,6301,6400,6350.5
30,25,55,45,50,100,"JasonNak","50CZK",65,6401,6500,6450.5
27,21,48,52,58,100,"JasonNak","50CZK",66,6501,6600,6550.5
18,24,43,57,51,100,"JasonNak","50CZK",67,6601,6700,6650.5
22,26,49,51,47,100,"KarolineH","1EUR",1,1,100,50.5
30,26,56,44,48,100,"KarolineH","1EUR",2,101,200,150.5
18,20,38,62,60,100,"KarolineH","1EUR",3,201,300,250.5
17,27,43,57,47,100,"KarolineH","1EUR",4,301,400,350.5
41,20,61,39,60,100,"KarolineH","1EUR",5,401,500,450.5
23,27,50,50,46,100,"KarolineH","1EUR",6,501,600,550.5
26,25,52,48,49,100,"KarolineH","1EUR",7,601,700,650.5
24,27,51,49,46,100,"KarolineH","1EUR",8,701,800,750.5
29,22,51,49,56,100,"KarolineH","1EUR",9,801,900,850.5
23,27,50,50,46,100,"KarolineH","1EUR",10,901,1000,950.5
26,24,49,51,53,100,"KarolineH","50CZK",11,1001,1100,1050.5
29,24,53,47,52,100,"KarolineH","50CZK",12,1101,1200,1150.5
17,25,42,58,50,100,"KarolineH","50CZK",13,1201,1300,1250.5
28,23,51,49,54,100,"KarolineH","50CZK",14,1301,1400,1350.5
19,24,44,56,51,100,"KarolineH","50CZK",15,1401,1500,1450.5
26,24,51,49,51,100,"KarolineH","50CZK",16,1501,1600,1550.5
10,28,37,63,45,100,"KarolineH","50CZK",17,1601,1700,1650.5
22,25,47,53,50,100,"KarolineH","50CZK",18,1701,1800,1750.5
24,26,51,49,47,100,"KarolineH","50CZK",19,1801,1900,1850.5
24,23,47,53,54,100,"KarolineH","50CZK",20,1901,2000,1950.5
27,24,51,49,52,100,"KarolineH","2EUR",21,2001,2100,2050.5
15,29,44,56,42,100,"KarolineH","2EUR",22,2101,2200,2150.5
28,19,47,53,62,100,"KarolineH","2EUR",23,2201,2300,2250.5
37,25,61,39,51,100,"KarolineH","2EUR",24,2301,2400,2350.5
24,24,48,52,52,100,"KarolineH","2EUR",25,2401,2500,2450.5
28,28,56,44,44,100,"KarolineH","2EUR",26,2501,2600,2550.5
16,24,40,60,52,100,"KarolineH","2EUR",27,2601,2700,2650.5
21,26,46,54,49,100,"KarolineH","2EUR",28,2701,2800,2750.5
26,23,49,51,54,100,"KarolineH","2EUR",29,2801,2900,2850.5
41,18,60,40,63,100,"KarolineH","2EUR",30,2901,3000,2950.5
21,30,51,49,40,100,"KarolineH","10CZK",31,3001,3100,3050.5
28,25,52,48,51,100,"KarolineH","10CZK",32,3101,3200,3150.5
22,27,49,51,46,100,"KarolineH","10CZK",33,3201,3300,3250.5
22,25,47,53,50,100,"KarolineH","10CZK",34,3301,3400,3350.5
28,24,53,47,51,100,"KarolineH","10CZK",35,3401,3500,3450.5
19,27,46,54,46,100,"KarolineH","10CZK",36,3501,3600,3550.5
30,24,54,46,52,100,"KarolineH","10CZK",37,3601,3700,3650.5
29,26,56,44,47,100,"KarolineH","10CZK",38,3701,3800,3750.5
23,24,48,52,51,100,"KarolineH","10CZK",39,3801,3900,3850.5
21,24,46,54,51,100,"KarolineH","10CZK",40,3901,4000,3950.5
24,24,49,51,51,100,"KarolineH","2EUR",41,4001,4100,4050.5
31,23,53,47,55,100,"KarolineH","2EUR",42,4101,4200,4150.5
22,30,51,49,41,100,"KarolineH","2EUR",43,4201,4300,4250.5
22,29,51,49,42,100,"KarolineH","2EUR",44,4301,4400,4350.5
32,26,59,41,47,100,"KarolineH","2EUR",45,4401,4500,4450.5
21,27,48,52,46,100,"KarolineH","2EUR",46,4501,4600,4550.5
28,20,48,52,60,100,"KarolineH","2EUR",47,4601,4700,4650.5
20,28,49,51,43,100,"KarolineH","2EUR",48,4701,4800,4750.5
20,25,45,55,50,100,"KarolineH","2EUR",49,4801,4900,4850.5
28,26,53,47,49,100,"KarolineH","2EUR",50,4901,5000,4950.5
30,25,54,46,51,100,"KarolineH","0.25USD",51,5001,5100,5050.5
21,28,49,51,44,100,"KarolineH","0.25USD",52,5101,5200,5150.5
43,20,63,37,60,100,"KarolineH","0.25USD",53,5201,5300,5250.5
22,25,46,54,51,100,"KarolineH","0.25USD",54,5301,5400,5350.5
22,24,45,55,53,100,"KarolineH","0.25USD",55,5401,5500,5450.5
33,26,60,40,47,100,"KatharinaKarnbach","1CHF",1,1,100,50.5
26,24,50,50,52,100,"KatharinaKarnbach","1CHF",2,101,200,150.5
26,28,53,47,45,100,"KatharinaKarnbach","1CHF",3,201,300,250.5
20,25,46,54,49,100,"KatharinaKarnbach","1CHF",4,301,400,350.5
25,28,53,47,44,100,"KatharinaKarnbach","1CHF",5,401,500,450.5
26,27,52,48,47,100,"KatharinaKarnbach","1CHF",6,501,600,550.5
22,25,47,53,50,100,"KatharinaKarnbach","1CHF",7,601,700,650.5
29,25,54,46,50,100,"KatharinaKarnbach","1CHF",8,701,800,750.5
28,25,52,48,51,100,"KatharinaKarnbach","1CHF",9,801,900,850.5
25,26,50,50,49,100,"KatharinaKarnbach","1CHF",10,901,1000,950.5
31,24,56,44,51,100,"KatharinaKarnbach","1GBP",11,1001,1100,1050.5
29,23,52,48,54,100,"KatharinaKarnbach","1GBP",12,1101,1200,1150.5
13,32,45,55,36,100,"KatharinaKarnbach","1GBP",13,1201,1300,1250.5
35,20,56,44,59,100,"KatharinaKarnbach","1GBP",14,1301,1400,1350.5
29,24,53,47,52,100,"KatharinaKarnbach","1GBP",15,1401,1500,1450.5
23,25,49,51,49,100,"KatharinaKarnbach","1GBP",16,1501,1600,1550.5
33,23,55,45,55,100,"KatharinaKarnbach","1GBP",17,1601,1700,1650.5
21,29,50,50,42,100,"KatharinaKarnbach","1GBP",18,1701,1800,1750.5
26,23,49,51,54,100,"KatharinaKarnbach","1GBP",19,1801,1900,1850.5
29,26,55,45,48,100,"KatharinaKarnbach","1GBP",20,1901,2000,1950.5
36,20,57,43,59,100,"KatharinaKarnbach","0.50EUR",21,2001,2100,2050.5
24,20,44,56,60,100,"KatharinaKarnbach","0.50EUR",22,2101,2200,2150.5
37,23,61,39,53,100,"KatharinaKarnbach","0.50EUR",23,2201,2300,2250.5
24,27,51,49,46,100,"KatharinaKarnbach","0.50EUR",24,2301,2400,2350.5
29,28,56,44,45,100,"KatharinaKarnbach","0.50EUR",25,2401,2500,2450.5
18,25,44,56,49,100,"KatharinaKarnbach","0.50EUR",26,2501,2600,2550.5
30,24,54,46,52,100,"KatharinaKarnbach","0.50EUR",27,2601,2700,2650.5
21,26,47,53,48,100,"KatharinaKarnbach","0.50EUR",28,2701,2800,2750.5
21,24,45,55,52,100,"KatharinaKarnbach","0.50EUR",29,2801,2900,2850.5
26,27,53,47,46,100,"KatharinaKarnbach","0.50EUR",30,2901,3000,2950.5
22,23,45,55,54,100,"KatharinaKarnbach","1EUR",31,3001,3100,3050.5
27,21,49,51,57,100,"KatharinaKarnbach","1EUR",32,3101,3200,3150.5
25,20,45,55,60,100,"KatharinaKarnbach","1EUR",33,3201,3300,3250.5
26,22,48,52,56,100,"KatharinaKarnbach","1EUR",34,3301,3400,3350.5
32,25,57,43,50,100,"KatharinaKarnbach","1EUR",35,3401,3500,3450.5
24,24,49,51,51,100,"KatharinaKarnbach","1EUR",36,3501,3600,3550.5
23,26,50,50,47,100,"KatharinaKarnbach","1EUR",37,3601,3700,3650.5
23,26,49,51,48,100,"KatharinaKarnbach","1EUR",38,3701,3800,3750.5
24,26,49,51,49,100,"KatharinaKarnbach","1EUR",39,3801,3900,3850.5
28,22,50,50,56,100,"KatharinaKarnbach","1EUR",40,3901,4000,3950.5
25,25,50,50,50,100,"KatharinaKarnbach","2EUR",41,4001,4100,4050.5
17,25,42,58,50,100,"KatharinaKarnbach","2EUR",42,4101,4200,4150.5
22,26,49,51,47,100,"KatharinaKarnbach","2EUR",43,4201,4300,4250.5
23,25,47,53,51,100,"KatharinaKarnbach","2EUR",44,4301,4400,4350.5
28,25,52,48,51,100,"KoenDerks","0.50EUR",1,1,100,50.5
21,25,46,54,50,100,"KoenDerks","0.50EUR",2,101,200,150.5
27,23,50,50,54,100,"KoenDerks","0.50EUR",3,201,300,250.5
26,27,53,47,46,100,"KoenDerks","0.50EUR",4,301,400,350.5
31,21,53,47,57,100,"KoenDerks","0.50EUR",5,401,500,450.5
29,26,54,46,49,100,"KoenDerks","0.50EUR",6,501,600,550.5
29,22,52,48,55,100,"KoenDerks","0.50EUR",7,601,700,650.5
24,23,48,52,53,100,"KoenDerks","0.50EUR",8,701,800,750.5
24,21,46,54,57,100,"KoenDerks","0.50EUR",9,801,900,850.5
28,24,51,49,53,100,"KoenDerks","0.50EUR",10,901,1000,950.5
25,24,48,52,53,100,"KoenDerks","0.20EUR",11,1001,1100,1050.5
28,25,52,48,51,100,"KoenDerks","0.20EUR",12,1101,1200,1150.5
27,23,49,51,55,100,"KoenDerks","0.20EUR",13,1201,1300,1250.5
22,24,47,53,51,100,"KoenDerks","0.20EUR",14,1301,1400,1350.5
25,24,50,50,51,100,"KoenDerks","0.20EUR",15,1401,1500,1450.5
33,24,56,44,53,100,"KoenDerks","0.20EUR",16,1501,1600,1550.5
19,28,47,53,44,100,"KoenDerks","0.20EUR",17,1601,1700,1650.5
23,28,50,50,45,100,"KoenDerks","0.20EUR",18,1701,1800,1750.5
26,24,51,49,51,100,"KoenDerks","0.20EUR",19,1801,1900,1850.5
24,22,46,54,56,100,"KoenDerks","0.20EUR",20,1901,2000,1950.5
39,24,62,38,53,100,"KoenDerks","2EUR",21,2001,2100,2050.5
26,23,49,51,54,100,"KoenDerks","2EUR",22,2101,2200,2150.5
26,25,52,48,49,100,"KoenDerks","2EUR",23,2201,2300,2250.5
19,28,47,53,44,100,"KoenDerks","2EUR",24,2301,2400,2350.5
21,22,42,58,57,100,"KoenDerks","2EUR",25,2401,2500,2450.5
30,23,52,48,55,100,"KoenDerks","2EUR",26,2501,2600,2550.5
19,28,48,52,43,100,"KoenDerks","2EUR",27,2601,2700,2650.5
25,26,50,50,49,100,"KoenDerks","2EUR",28,2701,2800,2750.5
20,25,44,56,51,100,"KoenDerks","2EUR",29,2801,2900,2850.5
25,24,50,50,51,100,"KoenDerks","2EUR",30,2901,3000,2950.5
23,24,47,53,52,100,"KoenDerks","1EUR",31,3001,3100,3050.5
19,23,42,58,54,100,"KoenDerks","1EUR",32,3101,3200,3150.5
22,25,48,52,49,100,"KoenDerks","1EUR",33,3201,3300,3250.5
21,29,49,51,43,100,"KoenDerks","1EUR",34,3301,3400,3350.5
20,28,47,53,45,100,"KoenDerks","1EUR",35,3401,3500,3450.5
25,24,49,51,52,100,"KoenDerks","1EUR",36,3501,3600,3550.5
18,27,45,55,46,100,"KoenDerks","1EUR",37,3601,3700,3650.5
22,24,46,54,52,100,"KoenDerks","1EUR",38,3701,3800,3750.5
28,23,52,48,53,100,"KoenDerks","1EUR",39,3801,3900,3850.5
23,25,47,53,51,100,"KoenDerks","1EUR",40,3901,4000,3950.5
18,23,41,59,54,100,"KoenDerks","1CAD",41,4001,4100,4050.5
21,26,47,53,48,100,"KoenDerks","1CAD",42,4101,4200,4150.5
26,25,51,49,50,100,"KoenDerks","1CAD",43,4201,4300,4250.5
28,24,52,48,52,100,"KoenDerks","1CAD",44,4301,4400,4350.5
32,18,49,51,65,100,"KoenDerks","1CAD",45,4401,4500,4450.5
29,23,52,48,54,100,"KoenDerks","1CAD",46,4501,4600,4550.5
25,25,50,50,50,100,"KoenDerks","1CAD",47,4601,4700,4650.5
25,21,45,55,59,100,"KoenDerks","1CAD",48,4701,4800,4750.5
38,20,58,42,60,100,"KoenDerks","1CAD",49,4801,4900,4850.5
24,23,46,54,55,100,"KoenDerks","1CAD",50,4901,5000,4950.5
18,27,45,55,46,100,"KoenDerks","0.10EUR",51,5001,5100,5050.5
28,26,54,46,48,100,"KoenDerks","0.10EUR",52,5101,5200,5150.5
30,25,54,46,51,100,"KoenDerks","0.10EUR",53,5201,5300,5250.5
30,23,54,46,53,100,"KoenDerks","0.10EUR",54,5301,5400,5350.5
21,26,47,53,48,100,"KoenDerks","0.10EUR",55,5401,5500,5450.5
30,23,53,47,54,100,"KoenDerks","0.10EUR",56,5501,5600,5550.5
28,18,46,54,64,100,"KoenDerks","0.10EUR",57,5601,5700,5650.5
26,27,52,48,47,100,"KoenDerks","0.10EUR",58,5701,5800,5750.5
31,21,51,49,59,100,"KoenDerks","0.10EUR",59,5801,5900,5850.5
31,25,55,45,51,100,"KoenDerks","0.10EUR",60,5901,6000,5950.5
30,25,55,45,50,100,"KoenDerks","0.20GEL",61,6001,6100,6050.5
23,24,47,53,52,100,"KoenDerks","0.20GEL",62,6101,6200,6150.5
22,25,47,53,50,100,"KoenDerks","0.20GEL",63,6201,6300,6250.5
18,24,43,57,51,100,"KoenDerks","0.20GEL",64,6301,6400,6350.5
30,25,55,45,50,100,"MichelleDonzallaz","2EUR",1,1,100,50.5
24,25,50,50,49,100,"MichelleDonzallaz","2EUR",2,101,200,150.5
30,25,55,45,50,100,"MichelleDonzallaz","2EUR",3,201,300,250.5
23,25,48,52,50,100,"MichelleDonzallaz","2EUR",4,301,400,350.5
18,24,43,57,51,100,"MichelleDonzallaz","2EUR",5,401,500,450.5
23,22,45,55,56,100,"MichelleDonzallaz","2EUR",6,501,600,550.5
36,21,58,42,57,100,"MichelleDonzallaz","2EUR",7,601,700,650.5
24,28,51,49,45,100,"MichelleDonzallaz","2EUR",8,701,800,750.5
21,23,44,56,54,100,"MichelleDonzallaz","2EUR",9,801,900,850.5
24,28,52,48,44,100,"MichelleDonzallaz","2EUR",10,901,1000,950.5
22,29,50,50,43,100,"MichelleDonzallaz","50CZK",11,1001,1100,1050.5
25,25,51,49,49,100,"MichelleDonzallaz","50CZK",12,1101,1200,1150.5
24,24,47,53,53,100,"MichelleDonzallaz","50CZK",13,1201,1300,1250.5
24,21,46,54,57,100,"MichelleDonzallaz","50CZK",14,1301,1400,1350.5
37,24,62,38,51,100,"MichelleDonzallaz","50CZK",15,1401,1500,1450.5
21,23,44,56,54,100,"MichelleDonzallaz","50CZK",16,1501,1600,1550.5
19,22,40,60,57,100,"MichelleDonzallaz","50CZK",17,1601,1700,1650.5
24,25,49,51,50,100,"MichelleDonzallaz","50CZK",18,1701,1800,1750.5
32,21,53,47,58,100,"MichelleDonzallaz","50CZK",19,1801,1900,1850.5
35,20,55,45,60,100,"MichelleDonzallaz","50CZK",20,1901,2000,1950.5
23,23,46,54,54,100,"MichelleDonzallaz","0.50EUR",21,2001,2100,2050.5
26,26,52,48,48,100,"MichelleDonzallaz","0.50EUR",22,2101,2200,2150.5
22,27,50,50,45,100,"MichelleDonzallaz","0.50EUR",23,2201,2300,2250.5
24,22,47,53,55,100,"MichelleDonzallaz","0.50EUR",24,2301,2400,2350.5
24,24,48,52,52,100,"MichelleDonzallaz","0.50EUR",25,2401,2500,2450.5
29,26,55,45,48,100,"MichelleDonzallaz","0.50EUR",26,2501,2600,2550.5
25,27,52,48,46,100,"MichelleDonzallaz","0.50EUR",27,2601,2700,2650.5
28,24,52,48,52,100,"MichelleDonzallaz","0.50EUR",28,2701,2800,2750.5
28,22,50,50,56,100,"MichelleDonzallaz","0.50EUR",29,2801,2900,2850.5
33,20,54,46,59,100,"MichelleDonzallaz","0.50EUR",30,2901,3000,2950.5
38,20,57,43,61,100,"MichelleDonzallaz","1EUR",31,3001,3100,3050.5
20,23,43,57,54,100,"MichelleDonzallaz","1EUR",32,3101,3200,3150.5
19,25,44,56,50,100,"MichelleDonzallaz","1EUR",33,3201,3300,3250.5
23,24,46,54,53,100,"MichelleDonzallaz","1EUR",34,3301,3400,3350.5
24,27,51,49,46,100,"MichelleDonzallaz","1EUR",35,3401,3500,3450.5
26,24,51,49,51,100,"MichelleDonzallaz","1EUR",36,3501,3600,3550.5
23,23,46,54,54,100,"MichelleDonzallaz","1EUR",37,3601,3700,3650.5
33,25,58,42,50,100,"MichelleDonzallaz","1EUR",38,3701,3800,3750.5
31,23,53,47,55,100,"MichelleDonzallaz","1EUR",39,3801,3900,3850.5
25,22,47,53,56,100,"MichelleDonzallaz","1EUR",40,3901,4000,3950.5
23,23,45,55,55,100,"MichelleDonzallaz","0.05EUR",41,4001,4100,4050.5
34,28,62,38,44,100,"MichelleDonzallaz","0.05EUR",42,4101,4200,4150.5
21,29,50,50,42,100,"MichelleDonzallaz","0.05EUR",43,4201,4300,4250.5
24,27,51,49,46,100,"RietvanBork","0.05EUR",1,1,100,50.5
20,25,45,55,50,100,"RietvanBork","0.05EUR",2,101,200,150.5
38,21,59,41,58,100,"RietvanBork","0.05EUR",3,201,300,250.5
26,24,49,51,53,100,"RietvanBork","0.05EUR",4,301,400,350.5
25,21,47,53,57,100,"RietvanBork","0.05EUR",5,401,500,450.5
34,26,60,40,48,100,"RietvanBork","0.05EUR",6,501,600,550.5
20,21,42,58,57,100,"RietvanBork","0.05EUR",7,601,700,650.5
27,22,50,50,55,100,"RietvanBork","0.05EUR",8,701,800,750.5
30,22,51,49,57,100,"RietvanBork","0.05EUR",9,801,900,850.5
25,31,57,43,37,100,"RietvanBork","0.05EUR",10,901,1000,950.5
33,24,57,43,52,100,"RietvanBork","1CHF",11,1001,1100,1050.5
24,29,53,47,42,100,"RietvanBork","1CHF",12,1101,1200,1150.5
14,24,37,63,53,100,"RietvanBork","1CHF",13,1201,1300,1250.5
22,28,49,51,45,100,"RietvanBork","1CHF",14,1301,1400,1350.5
28,21,48,52,59,100,"RietvanBork","1CHF",15,1401,1500,1450.5
31,20,51,49,60,100,"RietvanBork","1CHF",16,1501,1600,1550.5
22,28,50,50,44,100,"RietvanBork","1CHF",17,1601,1700,1650.5
22,26,48,52,48,100,"RietvanBork","1CHF",18,1701,1800,1750.5
22,24,47,53,51,100,"RietvanBork","1CHF",19,1801,1900,1850.5
20,24,45,55,51,100,"RietvanBork","1CHF",20,1901,2000,1950.5
25,21,47,53,57,100,"RietvanBork","0.20GEL",21,2001,2100,2050.5
22,28,50,50,44,100,"RietvanBork","0.20GEL",22,2101,2200,2150.5
27,26,54,46,47,100,"RietvanBork","0.20GEL",23,2201,2300,2250.5
27,24,51,49,52,100,"RietvanBork","0.20GEL",24,2301,2400,2350.5
20,30,50,50,40,100,"RietvanBork","0.20GEL",25,2401,2500,2450.5
21,27,47,53,47,100,"RietvanBork","0.20GEL",26,2501,2600,2550.5
19,25,45,55,49,100,"RietvanBork","0.20GEL",27,2601,2700,2650.5
41,22,63,37,56,100,"RietvanBork","0.20GEL",28,2701,2800,2750.5
23,25,47,53,51,100,"RietvanBork","0.20GEL",29,2801,2900,2850.5
23,27,49,51,47,100,"RietvanBork","0.20GEL",30,2901,3000,2950.5
25,25,50,50,50,100,"RietvanBork","0.50EUR",31,3001,3100,3050.5
20,27,47,53,46,100,"RietvanBork","0.50EUR",32,3101,3200,3150.5
16,30,46,54,40,100,"RietvanBork","0.50EUR",33,3201,3300,3250.5
19,27,45,55,47,100,"RietvanBork","0.50EUR",34,3301,3400,3350.5
26,21,47,53,58,100,"RietvanBork","0.50EUR",35,3401,3500,3450.5
15,26,42,58,47,100,"RietvanBork","0.50EUR",36,3501,3600,3550.5
23,23,46,54,54,100,"ThomasBastelica","0.10EUR",1,1,100,50.5
24,26,49,51,49,100,"ThomasBastelica","0.10EUR",2,101,200,150.5
26,25,51,49,50,100,"ThomasBastelica","0.10EUR",3,201,300,250.5
27,21,47,53,59,100,"ThomasBastelica","0.10EUR",4,301,400,350.5
27,21,48,52,58,100,"ThomasBastelica","0.10EUR",5,401,500,450.5
24,24,47,53,53,100,"ThomasBastelica","0.10EUR",6,501,600,550.5
16,27,43,57,46,100,"ThomasBastelica","0.10EUR",7,601,700,650.5
21,29,50,50,42,100,"ThomasBastelica","0.10EUR",8,701,800,750.5
25,20,45,55,60,100,"ThomasBastelica","0.10EUR",9,801,900,850.5
24,25,50,50,49,100,"ThomasBastelica","0.10EUR",10,901,1000,950.5
21,26,47,53,48,100,"ThomasBastelica","2EUR",11,1001,1100,1050.5
24,25,50,50,49,100,"ThomasBastelica","2EUR",12,1101,1200,1150.5
22,25,47,53,50,100,"ThomasBastelica","2EUR",13,1201,1300,1250.5
23,25,47,53,51,100,"ThomasBastelica","2EUR",14,1301,1400,1350.5
23,25,48,52,50,100,"ThomasBastelica","2EUR",15,1401,1500,1450.5
21,30,50,50,41,100,"ThomasBastelica","2EUR",16,1501,1600,1550.5
27,25,52,48,50,100,"ThomasBastelica","2EUR",17,1601,1700,1650.5
33,25,58,42,50,100,"ThomasBastelica","2EUR",18,1701,1800,1750.5
11,24,34,66,53,100,"ThomasBastelica","2EUR",19,1801,1900,1850.5
25,23,49,51,53,100,"ThomasBastelica","2EUR",20,1901,2000,1950.5
32,24,55,45,53,100,"ThomasBastelica","50CZK",21,2001,2100,2050.5
14,26,40,60,48,100,"ThomasBastelica","50CZK",22,2101,2200,2150.5
20,29,49,51,42,100,"ThomasBastelica","50CZK",23,2201,2300,2250.5
32,25,56,44,51,100,"ThomasBastelica","50CZK",24,2301,2400,2350.5
25,26,51,49,48,100,"ThomasBastelica","50CZK",25,2401,2500,2450.5
16,22,38,62,56,100,"ThomasBastelica","50CZK",26,2501,2600,2550.5
26,24,50,50,52,100,"ThomasBastelica","50CZK",27,2601,2700,2650.5
18,26,43,57,49,100,"ThomasBastelica","50CZK",28,2701,2800,2750.5
33,24,58,42,51,100,"ThomasBastelica","50CZK",29,2801,2900,2850.5
35,26,61,39,48,100,"ThomasBastelica","50CZK",30,2901,3000,2950.5
26,26,52,48,48,100,"ThomasBastelica","1CHF",31,3001,3100,3050.5
18,25,43,57,50,100,"ThomasBastelica","1CHF",32,3101,3200,3150.5
16,27,43,57,46,100,"ThomasBastelica","1CHF",33,3201,3300,3250.5
25,26,50,50,49,100,"ThomasBastelica","1CHF",34,3301,3400,3350.5
19,26,45,55,48,100,"ThomasBastelica","1CHF",35,3401,3500,3450.5
26,25,50,50,51,100,"ThomasBastelica","1CHF",36,3501,3600,3550.5
18,21,40,60,57,100,"ThomasBastelica","1CHF",37,3601,3700,3650.5
29,21,51,49,57,100,"ThomasBastelica","1CHF",38,3701,3800,3750.5
26,25,50,50,51,100,"ThomasBastelica","1CHF",39,3801,3900,3850.5
21,27,48,52,46,100,"ThomasBastelica","1CHF",40,3901,4000,3950.5
36,21,56,44,59,100,"ThomasBastelica","1CAD",41,4001,4100,4050.5
27,25,52,48,50,100,"ThomasBastelica","1CAD",42,4101,4200,4150.5
21,22,44,56,55,100,"ThomasBastelica","1CAD",43,4201,4300,4250.5
22,25,48,52,49,100,"ThomasBastelica","1CAD",44,4301,4400,4350.5
31,25,56,44,50,100,"ThomasBastelica","1CAD",45,4401,4500,4450.5
36,21,57,43,58,100,"ThomasBastelica","1CAD",46,4501,4600,4550.5
27,23,49,51,55,100,"ThomasBastelica","1CAD",47,4601,4700,4650.5
25,24,49,51,52,100,"ThomasBastelica","1CAD",48,4701,4800,4750.5
27,27,54,46,46,100,"ThomasBastelica","1CAD",49,4801,4900,4850.5
27,25,52,48,50,100,"ThomasBastelica","1CAD",50,4901,5000,4950.5
28,23,51,49,54,100,"AaronLob","1EUR",1,1,100,50.5
24,22,47,53,55,100,"AaronLob","1EUR",2,101,200,150.5
21,24,46,54,51,100,"AaronLob","1EUR",3,201,300,250.5
31,24,56,44,51,100,"AaronLob","1EUR",4,301,400,350.5
31,23,53,47,55,100,"AaronLob","1EUR",5,401,500,450.5
26,25,52,48,49,100,"AaronLob","1EUR",6,501,600,550.5
43,19,62,38,62,100,"AaronLob","1EUR",7,601,700,650.5
15,29,43,57,43,100,"AaronLob","1EUR",8,701,800,750.5
25,23,49,51,53,100,"AaronLob","1EUR",9,801,900,850.5
24,23,47,53,54,100,"AaronLob","2EUR",10,901,1000,950.5
28,25,53,47,50,100,"AaronLob","2EUR",11,1001,1100,1050.5
19,16,35,65,68,100,"AaronLob","2EUR",12,1101,1200,1150.5
32,20,51,49,61,100,"AaronLob","2EUR",13,1201,1300,1250.5
22,28,49,51,45,100,"AaronLob","2EUR",14,1301,1400,1350.5
36,19,55,45,62,100,"AaronLob","2EUR",15,1401,1500,1450.5
28,23,51,49,54,100,"AaronLob","2EUR",16,1501,1600,1550.5
29,23,51,49,55,100,"AaronLob","2EUR",17,1601,1700,1650.5
30,27,57,43,46,100,"AaronLob","2EUR",18,1701,1800,1750.5
24,24,48,52,52,100,"AaronLob","2EUR",19,1801,1900,1850.5
28,23,52,48,53,100,"AaronLob","0.20EUR",20,1901,2000,1950.5
22,26,48,52,48,100,"AaronLob","0.20EUR",21,2001,2100,2050.5
29,22,51,49,56,100,"AaronLob","0.20EUR",22,2101,2200,2150.5
35,19,55,45,61,100,"AaronLob","0.20EUR",23,2201,2300,2250.5
23,25,49,51,49,100,"AaronLob","0.20EUR",24,2301,2400,2350.5
30,23,54,46,53,100,"AaronLob","0.20EUR",25,2401,2500,2450.5
17,30,48,52,39,100,"AaronLob","0.20EUR",26,2501,2600,2550.5
23,28,50,50,45,100,"AaronLob","0.20EUR",27,2601,2700,2650.5
34,23,57,43,54,100,"AaronLob","0.20EUR",28,2701,2800,2750.5
24,23,47,53,54,100,"AaronLob","0.20EUR",29,2801,2900,2850.5
